(1885, 1003, 1596)
(1889, 1311, 1360)
(1901, 549, 1820)
(1913, 1785, 688)
(1921, 1121, 1560)
(1921, 671, 1800)
(1933, 1595, 1092)
(1937, 1425, 1312)
(1937, 1935, 88)
(1945, 793, 1776)
(1945, 1927, 264)
(1949, 1749, 860)
(1961, 1239, 1520)
(1961, 1911, 440)
(1973, 915, 1748)
(1985, 63, 1984)
(1985, 1887, 616)
(1993, 1705, 1032)
(1997, 315, 1972)
(2005, 1357, 1476)
(2005, 1037, 1716)
(2017, 1855, 792)
(2029, 2021, 180)
(2041, 2009, 360)
(2041, 1159, 1680)
(2045, 1653, 1204)
(2045, 693, 1924)
(2053, 1475, 1428)
(2069, 819, 1900)
(2081, 1281, 1640)
(2089, 1961, 720)
(2105, 1593, 1376)
(2105, 1767, 1144)
(2113, 65, 2112)
(2117, 195, 2108)
(2117, 2115, 92)
(2125, 1403, 1596)
(2125, 2107, 276)
(2129, 1071, 1840)
(2137, 455, 2088)
(2141, 2091, 460)
(2153, 585, 2072)
(2161, 1711, 1320)
(2165, 1197, 1804)
(2165, 2067, 644)
(2173, 1525, 1548)
(2173, 715, 2052)
(2197, 2035, 828)
(2213, 2205, 188)
(2221, 1829, 1260)
(2225, 1647, 1496)
(2225, 2193, 376)
(2237, 1995, 1012)
(2245, 2173, 564)
(2245, 67, 2244)
(2249, 1449, 1720)
(2249, 201, 2240)
(2257, 1105, 1968)
(2257, 335, 2232)
(2269, 469, 2220)
(2273, 2145, 752)
(2281, 1769, 1440)
(2285, 603, 2204)
(2285, 1947, 1196)
(2293, 1235, 1932)
(2297, 1575, 1672)
(2305, 737, 2184)
(2305, 2303, 96)
(2309, 2109, 940)
(2329, 871, 2160)
(2329, 2279, 480)
(2333, 1365, 1892)
(2341, 1891, 1380)
(2353, 2065, 1128)
(2353, 2255, 672)
(2357, 1005, 2132)
(2377, 1495, 1848)
(2381, 69, 2380)
(2389, 1139, 2100)
(2393, 345, 2368)
(2405, 483, 2356)
(2405, 1827, 1564)
(2405, 2013, 1316)
(2405, 2397, 196)
(2417, 2385, 392)
(2425, 2183, 1056)
(2425, 1273, 2064)
(2437, 2365, 588)
(2441, 759, 2320)
(2465, 897, 2296)
(2465, 2337, 784)
(2465, 1407, 2024)
(2465, 1953, 1504)
(2473, 2135, 1248)
(2477, 1755, 1748)
(2501, 2301, 980)
(2501, 2499, 100)
(2509, 1541, 1980)
(2509, 2491, 300)
(2521, 71, 2520)
(2525, 213, 2516)
(2525, 1173, 2236)
(2533, 1885, 1692)
(2533, 355, 2508)
(2545, 2257, 1176)
(2545, 497, 2496)
(2549, 2451, 700)
(2557, 1675, 1932)
(2561, 639, 2480)
(2561, 1311, 2200)
(2581, 781, 2460)
(2581, 2419, 900)
(2593, 2015, 1632)
(2605, 2597, 204)
(2605, 923, 2436)
(2609, 1809, 1880)
(2617, 2585, 408)
(2621, 2379, 1100)
(2633, 1065, 2408)
(2657, 2145, 1568)
(2665, 2537, 816)
(2665, 1943, 1824)
(2665, 1207, 2376)
(2665, 73, 2664)
(2669, 219, 2660)
(2669, 2331, 1300)
(2677, 365, 2652)
(2689, 511, 2640)
(2693, 1725, 2068)
(2701, 2501, 1020)
(2701, 1349, 2340)
(2705, 657, 2624)
(2705, 2703, 104)
(2713, 2695, 312)
(2725, 803, 2604)
(2725, 2077, 1764)
(2729, 2679, 520)
(2741, 1491, 2300)
(2749, 949, 2580)
(2753, 2655, 728)
(2777, 1095, 2552)
(2785, 1633, 2256)
(2785, 2623, 936)
(2789, 2211, 1700)
(2797, 2405, 1428)
(2801, 2001, 1960)
(2809, 1241, 2520)
(2813, 2805, 212)
(2813, 75, 2812)
(2825, 2583, 1144)
(2825, 2793, 424)
(2833, 1775, 2208)
(2837, 525, 2788)
(2845, 2773, 636)
(2845, 1387, 2484)
(2857, 2345, 1632)
(2861, 2139, 1900)
(2873, 2745, 848)
(2873, 825, 2752)
(2885, 1917, 2156)
(2885, 1533, 2444)
(2897, 975, 2728)
(2909, 2709, 1060)
(2917, 2915, 108)
(2929, 1679, 2400)
(2929, 2479, 1560)
(2941, 2059, 2100)
(2941, 2891, 540)
(2953, 2665, 1272)
(2957, 1275, 2668)
(2965, 77, 2964)
(2965, 2867, 756)
(2969, 231, 2960)
(2977, 1825, 2352)
(2977, 385, 2952)
(2993, 1425, 2632)
(2993, 2415, 1768)
(3001, 2201, 2040)
(3005, 2613, 1484)
(3005, 693, 2924)
(3029, 3021, 220)
(3029, 1971, 2300)
(3037, 2795, 1188)
(3041, 3009, 440)
(3049, 1001, 2880)
(3061, 2989, 660)
(3065, 2553, 1696)
(3065, 2343, 1976)
(3077, 1725, 2548)
(3077, 1155, 2852)
(3085, 2117, 2244)
(3085, 2747, 1404)
(3089, 2961, 880)
(3109, 1309, 2820)
(3121, 79, 3120)
(3125, 237, 3116)
(3133, 2485, 1908)
(3133, 395, 3108)
(3137, 3135, 112)
(3145, 3127, 336)
(3145, 2263, 2184)
(3145, 1463, 2784)
(3145, 553, 3096)
(3161, 711, 3080)
(3161, 3111, 560)
(3169, 2881, 1320)
(3181, 869, 3060)
(3205, 1027, 3036)
(3205, 2627, 1836)
(3209, 2409, 2120)
(3217, 3055, 1008)
(3221, 2829, 1540)
(3229, 1771, 2700)
(3233, 1185, 3008)
(3233, 2175, 2392)
(3253, 3245, 228)
(3257, 3015, 1232)
(3265, 3233, 456)
(3265, 1343, 2976)
(3277, 1925, 2652)
(3277, 2555, 2052)
(3281, 2769, 1760)
(3281, 81, 3280)
(3293, 2325, 2332)
(3293, 405, 3268)
(3301, 1501, 2940)
(3305, 567, 3256)
(3305, 2967, 1456)
(3313, 3185, 912)
(3329, 2079, 2600)
(3341, 891, 3220)
(3341, 1659, 2900)
(3349, 3149, 1140)
(3349, 2701, 1980)
(3361, 2911, 1680)
(3365, 1053, 3196)
(3365, 3363, 116)
(3373, 3355, 348)
(3385, 2233, 2544)
(3385, 1817, 2856)
(3389, 3339, 580)
(3413, 3315, 812)
(3425, 2847, 1904)
(3425, 1377, 3136)
(3433, 1975, 2808)
(3445, 3053, 1596)
(3445, 83, 3444)
(3445, 3283, 1044)
(3445, 2387, 2484)
(3449, 249, 3440)
(3457, 415, 3432)
(3461, 1539, 3100)
(3469, 581, 3420)
(3485, 747, 3404)
(3485, 2133, 2756)
(3485, 3243, 1276)
(3485, 3477, 236)
(3497, 3465, 472)
(3497, 2775, 2128)
(3505, 2993, 1824)
(3505, 913, 3384)
(3517, 3445, 708)
(3529, 1079, 3360)
(3533, 3195, 1508)
(3541, 2291, 2700)
(3545, 3417, 944)
(3545, 1863, 3016)
(3557, 1245, 3332)
(3581, 3381, 1180)
(3589, 1411, 3300)
(3589, 3139, 1740)
(3593, 2025, 2968)
(3601, 2449, 2640)
(3601, 3599, 120)
(3613, 85, 3612)
(3617, 255, 3608)
(3625, 3337, 1416)
(3625, 1577, 3264)
(3637, 595, 3588)
(3649, 2849, 2280)
(3649, 3551, 840)
(3653, 765, 3572)
(3653, 3075, 1972)
(3665, 1743, 3224)
(3665, 2607, 2576)
(3673, 935, 3552)
(3677, 3285, 1652)
(3697, 1105, 3528)
(3701, 2349, 2860)
(3709, 1909, 3180)
(3721, 3479, 1320)
(3725, 3003, 2204)
(3725, 3717, 244)
(3733, 2765, 2508)
(3737, 3705, 488)
(3737, 3225, 1888)
(3757, 2075, 3132)
(3757, 3685, 732)
(3761, 2511, 2800)
(3769, 3431, 1560)
(3785, 3657, 976)
(3785, 87, 3784)
(3793, 1615, 3432)
(3797, 435, 3772)
(3805, 3157, 2124)
(3805, 2923, 2436)
(3809, 2241, 3080)
(3809, 609, 3760)
(3821, 3621, 1220)
(3833, 1785, 3392)
(3845, 957, 3724)
(3845, 3843, 124)
(3853, 3835, 372)
(3865, 3577, 1464)
(3865, 2407, 3024)
(3869, 1131, 3700)
(3869, 3819, 620)
(3877, 1955, 3348)
(3881, 3081, 2360)
(3889, 3311, 2040)
(3893, 2835, 2668)
(3893, 3795, 868)
(3917, 3525, 1708)
(3925, 3763, 1116)
(3925, 2573, 2964)
(3929, 1479, 3640)
(3961, 89, 3960)
(3961, 3239, 2280)
(3965, 2997, 2596)
(3965, 3723, 1364)
(3965, 267, 3956)
(3965, 1653, 3604)
(3973, 3965, 252)
(3973, 445, 3948)
(3977, 3465, 1952)
(3977, 2295, 3248)
(3985, 3953, 504)
(3985, 623, 3936)
(3989, 2739, 2900)
(4001, 801, 3920)
(4013, 3675, 1612)
(4021, 979, 3900)
(4033, 3905, 1008)
(4033, 2465, 3192)
(4045, 3397, 2196)
(4045, 1157, 3876)
(4049, 2001, 3520)
(4057, 2905, 2832)
(4069, 3869, 1260)
(4069, 3619, 1860)
(4073, 1335, 3848)
(4093, 2635, 3132)
(4097, 2175, 3472)
(4097, 4095, 128)
(4105, 1513, 3816)
(4105, 4087, 384)
(4121, 3321, 2440)
(4121, 4071, 640)
(4129, 3071, 2760)
(4133, 3555, 2108)
(4141, 91, 4140)
(4141, 1691, 3780)
(4145, 273, 4136)
(4145, 4047, 896)
(4153, 455, 4128)
(4157, 2805, 3068)
(4177, 4015, 1152)
(4181, 1869, 3740)
(4181, 819, 4100)
(4201, 1001, 4080)
(4205, 3237, 2684)
(4205, 3483, 2356)
(4217, 3975, 1408)
(4225, 2047, 3696)
(4225, 3713, 2016)
(4229, 4221, 260)
(4241, 4209, 520)
(4253, 1365, 4028)
(4261, 4189, 780)
(4265, 2697, 3304)
(4265, 3927, 1664)
(4273, 2225, 3648)
(4285, 1547, 3996)
(4285, 3403, 2604)
(4289, 4161, 1040)
(4297, 3145, 2928)
(4321, 1729, 3960)
(4321, 3871, 1920)
(4325, 2403, 3596)
(4325, 93, 4324)
(4337, 465, 4312)
(4349, 651, 4300)
(4357, 4355, 132)
(4369, 4081, 1560)
(4369, 3569, 2520)
(4373, 3315, 2852)
(4381, 2581, 3540)
(4381, 4331, 660)
(4385, 1023, 4264)
(4385, 3807, 2176)
(4397, 3045, 3172)
(4405, 2093, 3876)
(4405, 4307, 924)
(4409, 1209, 4240)
(4421, 4029, 1820)
(4441, 2759, 3480)
(4453, 3485, 2772)
(4453, 2275, 3828)
(4457, 3735, 2432)
(4469, 1581, 4180)
(4469, 3219, 3100)
(4481, 3969, 2080)
(4493, 4485, 268)
(4505, 2457, 3776)
(4505, 4473, 536)
(4505, 1767, 4144)
(4505, 2937, 3416)
(4513, 95, 4512)
(4517, 285, 4508)
(4525, 4187, 1716)
(4525, 4453, 804)
(4537, 665, 4488)
(4537, 3655, 2688)
(4549, 3901, 2340)
(4553, 4425, 1072)
(4553, 855, 4472)
(4561, 2639, 3720)
(4573, 1045, 4452)
(4573, 3115, 3348)
(4589, 4389, 1340)
(4589, 2139, 4060)
(4597, 1235, 4428)
(4621, 2821, 3660)
(4625, 3567, 2944)
(4625, 4623, 136)
(4633, 4345, 1608)
(4633, 4615, 408)
(4637, 2325, 4012)
(4645, 3293, 3276)
(4645, 4067, 2244)
(4649, 4599, 680)
(4657, 1615, 4368)
(4673, 4575, 952)
(4685, 4293, 1876)
(4685, 3003, 3596)
(4705, 97, 4704)
(4705, 4543, 1224)
(4709, 3741, 2860)
(4709, 291, 4700)
(4717, 485, 4692)
(4717, 3995, 2508)
(4721, 3471, 3200)
(4729, 679, 4680)
(4733, 1995, 4292)
(4745, 873, 4664)
(4745, 4503, 1496)
(4745, 2697, 3904)
(4745, 4233, 2144)
(4765, 4757, 276)
(4765, 1067, 4644)
(4777, 4745, 552)
(4777, 2185, 4248)
(4789, 1261, 4620)
(4793, 4455, 1768)
(4801, 3649, 3120)
(4813, 4165, 2412)
(4817, 1455, 4592)
(4825, 3367, 3456)
(4825, 4697, 1104)
(4849, 1649, 4560)
(4849, 4399, 2040)
(4861, 4661, 1380)
(4877, 2565, 4148)
(4885, 1843, 4524)
(4885, 3827, 3036)
(4889, 4089, 2680)
(4901, 99, 4900)
(4901, 4899, 140)
(4909, 4891, 420)
(4913, 495, 4888)
(4925, 693, 4876)
(4925, 2037, 4484)
(4933, 2755, 4092)
(4937, 3255, 3712)
(4957, 4565, 1932)
(4969, 2231, 4440)
(4973, 4005, 2948)
(4981, 3731, 3300)
(4981, 4819, 1260)
(4985, 1287, 4816)
(4985, 4263, 2584)
(4993, 2945, 4032)
(5009, 3441, 3640)
(5017, 4505, 2208)
(5017, 2425, 4392)
(5021, 4779, 1540)
(5045, 5037, 284)
(5045, 1683, 4756)
(5057, 5025, 568)
(5057, 3135, 3968)
(5065, 3913, 3216)
(5065, 4183, 2856)
(5069, 2619, 4340)
(5069, 4731, 1820)
(5077, 5005, 852)
(5081, 1881, 4720)
(5101, 101, 5100)
(5105, 4977, 1136)
(5105, 303, 5096)
(5113, 505, 5088)
(5125, 2813, 4284)
(5125, 707, 5076)
(5141, 4941, 1420)
(5141, 909, 5060)
(5153, 4095, 3128)
(5161, 4361, 2760)
(5161, 1111, 5040)
(5165, 3813, 3484)
(5165, 2277, 4636)
(5185, 3007, 4224)
(5185, 1313, 5016)
(5185, 5183, 144)
(5185, 4897, 1704)
(5189, 4611, 2380)
(5197, 3515, 3828)
(5209, 5159, 720)
(5213, 1515, 4988)
(5213, 2475, 4588)
(5233, 5135, 1008)
(5237, 4845, 1988)
(5245, 4277, 3036)
(5245, 1717, 4956)
(5249, 3201, 4160)
(5249, 3999, 3400)
(5261, 4539, 2660)
(5273, 3705, 3752)
(5281, 1919, 4920)
(5297, 4785, 2272)
(5305, 103, 5304)
(5305, 5063, 1584)
(5309, 309, 5300)
(5317, 515, 5292)
(5317, 3395, 4092)
(5321, 2121, 4880)
(5321, 2871, 4480)
(5329, 721, 5280)
(5333, 5325, 292)
(5345, 5313, 584)
(5345, 927, 5264)
(5353, 3895, 3672)
(5353, 5015, 1872)
(5365, 1133, 5244)
(5365, 2323, 4836)
(5365, 5293, 876)
(5365, 4717, 2556)
(5381, 3069, 4420)
(5389, 3589, 4020)
(5389, 1339, 5220)
(5393, 5265, 1168)
(5413, 2525, 4788)
(5417, 1545, 5192)
(5429, 5229, 1460)
(5429, 4371, 3220)
(5437, 4085, 3588)
(5441, 4641, 2840)
(5449, 1751, 5160)
(5465, 2727, 4736)
(5465, 3783, 3944)
(5473, 5185, 1752)
(5473, 4895, 2448)
(5477, 5475, 148)
(5485, 1957, 5124)
(5485, 5467, 444)
(5501, 5451, 740)
(5513, 3465, 4288)
(5513, 105, 5512)
(5521, 2929, 4680)
(5525, 4557, 3124)
(5525, 5133, 2044)
(5525, 5427, 1036)
(5525, 2163, 5084)
(5545, 3977, 3864)
(5545, 4823, 2736)
(5557, 5395, 1332)
(5569, 2369, 5040)
(5573, 1155, 5452)
(5581, 3131, 4620)
(5585, 5073, 2336)
(5585, 3663, 4216)
(5597, 1365, 5428)
(5597, 5355, 1628)
(5617, 4465, 3408)
(5617, 2575, 4992)
(5629, 5621, 300)
(5629, 4171, 3780)
(5641, 5609, 600)
(5645, 3333, 4556)
(5645, 5307, 1924)
(5653, 5005, 2628)
(5657, 1785, 5368)
(5669, 2781, 4940)
(5689, 5561, 1200)
(5693, 1995, 5332)
(5701, 5251, 2220)
(5713, 3535, 4488)
(5713, 4655, 3312)
(5717, 4365, 3692)
(5725, 2987, 4884)
(5725, 107, 5724)
(5729, 4929, 2920)
(5729, 321, 5720)
(5737, 535, 5712)
(5741, 4059, 4060)
(5749, 749, 5700)
(5765, 963, 5684)
(5765, 5187, 2516)
(5777, 2415, 5248)
(5777, 5775, 152)
(5785, 3193, 4824)
(5785, 5767, 456)
(5785, 1177, 5664)
(5785, 3737, 4416)
(5801, 5751, 760)
(5809, 1391, 5640)
(5809, 4559, 3600)
(5813, 4845, 3212)
(5821, 5429, 2100)
(5825, 5727, 1064)
(5825, 4257, 3976)
(5837, 1605, 5612)
(5837, 5115, 2812)
(5849, 3399, 4760)
(5857, 5695, 1368)
(5861, 3939, 4340)
(5869, 1819, 5580)
(5881, 5369, 2400)
(5897, 5655, 1672)
(5905, 4753, 3504)
(5905, 2033, 5544)
(5917, 3605, 4692)
(5917, 5035, 3108)
(5933, 5925, 308)
(5933, 3045, 5092)
(5941, 4141, 4260)
(5941, 109, 5940)
(5945, 5913, 616)
(5945, 5607, 1976)
(5945, 327, 5936)
(5945, 2247, 5504)
(5953, 545, 5928)
(5965, 5893, 924)
(5965, 763, 5916)
(5981, 981, 5900)
(5989, 2461, 5460)
(5989, 3811, 4620)
(5993, 5865, 1232)
(5993, 3255, 5032)
(6001, 1199, 5880)
(6001, 5551, 2280)
(6005, 4653, 3796)
(6005, 4947, 3404)
(6025, 4343, 4176)
(6025, 1417, 5856)
(6029, 5829, 1540)
(6037, 2675, 5412)
(6053, 1635, 5828)
(6065, 4017, 4544)
(6065, 5487, 2584)
(6073, 5785, 1848)
(6085, 1853, 5796)
(6085, 6083, 156)
(6089, 2889, 5360)
(6101, 4851, 3700)
(6109, 5141, 3300)
(6109, 6059, 780)
(6113, 4545, 4088)
(6121, 2071, 5760)
(6133, 6035, 1092)
(6145, 3103, 5304)
(6145, 4223, 4464)
(6161, 2289, 5720)
(6161, 111, 6160)
(6173, 555, 6148)
(6185, 5673, 2464)
(6185, 777, 6136)
(6197, 3885, 4828)
(6205, 5963, 1716)
(6205, 2507, 5676)
(6205, 4747, 3996)
(6205, 3317, 5244)
(6217, 5335, 3192)
(6221, 1221, 6100)
(6229, 4429, 4380)
(6245, 6237, 316)
(6245, 1443, 6076)
(6253, 5605, 2772)
(6253, 2725, 5628)
(6257, 6225, 632)
(6269, 3531, 5180)
(6277, 6205, 948)
(6301, 4949, 3900)
(6305, 6177, 1264)
(6305, 1887, 6016)
(6305, 5247, 3496)
(6305, 2943, 5576)
(6317, 4635, 4292)
(6329, 5529, 3080)
(6337, 3745, 5112)
(6341, 6141, 1580)
(6341, 2109, 5980)
(6353, 4305, 4672)
(6361, 3161, 5520)
(6373, 5795, 2652)
(6385, 6097, 1896)
(6385, 113, 6384)
(6389, 339, 6380)
(6397, 565, 6372)
(6401, 5151, 3800)
(6401, 6399, 160)
(6409, 3959, 5040)
(6409, 4841, 4200)
(6409, 6391, 480)
(6409, 791, 6360)
(6421, 3379, 5460)
(6425, 1017, 6344)
(6425, 2553, 5896)
(6437, 6045, 2212)
(6437, 4515, 4588)
(6445, 1243, 6324)
(6445, 5723, 2964)
(6449, 6351, 1120)
(6469, 1469, 6300)
(6473, 2775, 5848)
(6481, 6319, 1440)
(6485, 4173, 4964)
(6485, 3597, 5396)
(6497, 5985, 2528)
(6497, 1695, 6272)
(6505, 5353, 3696)
(6505, 5047, 4104)
(6521, 6279, 1760)
(6529, 1921, 6240)
(6553, 3815, 5328)
(6565, 2147, 6204)
(6565, 4387, 4884)
(6565, 5917, 2844)
(6565, 6557, 324)
(6569, 6231, 2080)
(6577, 6545, 648)
(6581, 3219, 5740)
(6605, 5253, 4004)
(6605, 2373, 6164)
(6613, 115, 6612)
(6613, 5555, 3588)
(6617, 345, 6608)
(6617, 4935, 4408)
(6625, 6497, 1296)
(6625, 4033, 5256)
(6637, 805, 6588)
(6641, 5841, 3160)
(6641, 3441, 5680)
(6649, 4601, 4800)
(6649, 2599, 6120)
(6653, 1035, 6572)
(6661, 6461, 1620)
(6673, 1265, 6552)
(6689, 6111, 2720)
(6697, 2825, 6072)
(6697, 1495, 6528)
(6701, 4251, 5180)
(6709, 5459, 3900)
(6725, 6723, 164)
(6725, 5757, 3476)
(6733, 6715, 492)
(6737, 4815, 4712)
(6749, 3051, 6020)
(6749, 6699, 820)
(6757, 6365, 2268)
(6757, 1955, 6468)
(6761, 6039, 3040)
(6773, 3885, 5548)
(6773, 6675, 1148)
(6781, 4469, 5100)
(6793, 2185, 6432)
(6805, 3277, 5964)
(6805, 6643, 1476)
(6817, 6305, 2592)
(6817, 5665, 3792)
(6829, 5029, 4620)
(6833, 2415, 6392)
(6841, 5959, 3360)
(6845, 6603, 1804)
(6845, 117, 6844)
(6857, 585, 6832)
(6865, 3503, 5904)
(6865, 4687, 5016)
(6869, 819, 6820)
(6893, 6885, 332)
(6893, 6555, 2132)
(6905, 6873, 664)
(6905, 1287, 6784)
(6917, 5565, 4108)
(6925, 5243, 4524)
(6925, 6853, 996)
(6929, 3729, 5840)
(6929, 5871, 3680)
(6949, 6499, 2460)
(6953, 6825, 1328)
(6953, 4905, 4928)
(6961, 6161, 3240)
(6977, 3105, 6248)
(6989, 6789, 1660)
(6989, 1989, 6700)
(6997, 3955, 5772)
(7001, 4551, 5320)
(7013, 6435, 2788)
(7025, 2223, 6664)
(7025, 5457, 4424)
(7033, 6745, 1992)
(7033, 3335, 6192)
(7045, 6077, 3564)
(7045, 5123, 4836)
(7057, 7055, 168)
(7069, 4181, 5700)
(7081, 119, 7080)
(7081, 7031, 840)
(7085, 357, 7076)
(7085, 6363, 3116)
(7085, 4773, 5236)
(7085, 6693, 2324)
(7093, 3565, 6132)
(7093, 595, 7068)
(7109, 2691, 6580)
(7121, 1071, 7040)
(7129, 5671, 4320)
(7141, 5341, 4740)
(7141, 1309, 7020)
(7145, 6633, 2656)
(7145, 4407, 5624)
(7157, 2925, 6532)
(7157, 3795, 6068)
(7165, 1547, 6996)
(7165, 6283, 3444)
(7177, 6935, 1848)
(7193, 1785, 6968)
