('script.搜索冫伪素数牜临近幂方._0worker_', (24, 2, 4, [2, 3, 5, 7]), {})
(24, 150, -4, (2, 3, 5, 7), [-149, -167, -229, -755], [385, 437, 493, 935])
(24, 151, -4, (2, 3, 5, 7), [-121, -527, -707, -751], [407, 1645, 1897, 2485])
(24, 152, -4, (2, 3, 5, 7), [-143, -595, -613, -913], [185, 347, 461, 841])
(24, 153, -4, (2, 3, 5, 7), [-131, -581, -1577, -2215], [55, 697, 703, 725])
(24, 154, -4, (2, 3, 5, 7), [-199, -287, -667, -899], [25, 41, 217, 343])
(24, 155, -4, (2, 3, 5, 7), [-13, -533, -653, -713], [209, 797, 2285, 2317])
(24, 156, -4, (2, 3, 5, 7), [-1147, -1733, -2603, -3247], [373, 1061, 1295, 2665])
(24, 157, -4, (2, 3, 5, 7), [-905, -1163, -1937, -2095], [469, 547, 2717, 3767])
(24, 158, -4, (2, 3, 5, 7), [-77, -1597, -1789, -2629], [557, 1277, 1861, 2237])
(24, 159, -4, (2, 3, 5, 7), [-221, -1613, -2093, -2707], [79, 1099, 1267, 2177])
(24, 160, -4, (2, 3, 5, 7), [-217, -905, -1345, -1595], [217, 631, 2525, 2671])
(24, 161, -4, (2, 3, 5, 7), [-455, -637, -905, -1327], [859, 2785, 3263, 3673])
(24, 162, -4, (2, 3, 5, 7), [-65, -409, -1447, -1567], [247, 1645, 1697, 2011])
(24, 163, -4, (2, 3, 5, 7), [-97, -497, -685, -985], [59, 1429, 1643, 1717])
(24, 164, -4, (2, 3, 5, 7), [-29, -77, -1145, -1817], [1105, 1765, 3161, 3517])
(24, 165, -4, (2, 3, 5, 7), [-187, -205, -1691, -1865], [263, 3155, 3397, 3595])
(24, 166, -4, (2, 3, 5, 7), [-443, -463, -499, -545], [565, 1595, 1687, 1975])
(24, 167, -4, (2, 3, 5, 7), [-101, -421, -521, -1103], [127, 1835, 1837, 2449])
(24, 168, -4, (2, 3, 5, 7), [-167, -247, -595, -1063], [841, 1081, 1415, 1453])
(24, 169, -4, (2, 3, 5, 7), [-293, -685, -1093, -1895], [803, 955, 1069, 1255])
(24, 170, -4, (2, 3, 5, 7), [-167, -295, -739, -1355], [1087, 1577, 1591, 1697])
(24, 171, -4, (2, 3, 5, 7), [-53, -353, -877, -1031], [583, 1297, 2057, 2135])
(24, 172, -4, (2, 3, 5, 7), [-337, -1457, -1993, -2773], [631, 841, 935, 2021])
(24, 173, -4, (2, 3, 5, 7), [-947, -1367, -1607, -2053], [257, 677, 2107, 3443])
(24, 174, -4, (2, 3, 5, 7), [-67, -83, -509, -1309], [305, 697, 1037, 1507])
(24, 175, -4, (2, 3, 5, 7), [-797, -2755, -2857, -2891], [899, 2315, 2653, 2813])
(24, 176, -4, (2, 3, 5, 7), [-637, -2173, -2437, -2819], [1535, 1807, 2113, 2365])
(24, 177, -4, (2, 3, 5, 7), [-443, -583, -1075, -1445], [607, 1067, 1567, 2233])
(24, 178, -4, (2, 3, 5, 7), [-173, -1415, -1589, -2245], [343, 1021, 1183, 1247])
(24, 179, -4, (2, 3, 5, 7), [-151, -1313, -1361, -2143], [119, 209, 559, 743])
(24, 180, -4, (2, 3, 5, 7), [-347, -707, -719, -787], [715, 845, 2857, 3217])
(24, 181, -4, (2, 3, 5, 7), [-305, -1765, -2291, -3655], [85, 355, 887, 1387])
(24, 182, -4, (2, 3, 5, 7), [-365, -673, -883, -935], [683, 1397, 1697, 1883])
(24, 183, -4, (2, 3, 5, 7), [-7, -113, -625, -793], [943, 1097, 1355, 1657])
(24, 184, -4, (2, 3, 5, 7), [-23, -505, -859, -1055], [1847, 2251, 3523, 3781])
(24, 185, -4, (2, 3, 5, 7), [-727, -763, -1631, -2345], [59, 337, 803, 3277])
(24, 186, -4, (2, 3, 5, 7), [-1045, -2207, -2273, -2413], [175, 785, 823, 931])
(24, 187, -4, (2, 3, 5, 7), [-551, -727, -853, -1267], [1507, 1717, 3149, 3529])
(24, 188, -4, (2, 3, 5, 7), [-803, -827, -1375, -2959], [403, 893, 917, 1463])
(24, 189, -4, (2, 3, 5, 7), [-793, -3311, -3755, -4531], [755, 2569, 2585, 3113])
(24, 190, -4, (2, 3, 5, 7), [-1043, -2479, -2515, -2947], [695, 1435, 3053, 3077])
(24, 191, -4, (2, 3, 5, 7), [-125, -265, -1057, -1087], [2153, 2843, 3377, 3917])
(24, 192, -4, (2, 3, 5, 7), [-1063, -1073, -1109, -1619], [455, 605, 1513, 2047])
(24, 193, -4, (2, 3, 5, 7), [-377, -643, -1541, -3115], [1109, 1165, 1189, 2053])
(24, 194, -4, (2, 3, 5, 7), [-463, -1327, -2113, -2653], [151, 587, 1043, 1441])
(24, 195, -4, (2, 3, 5, 7), [-1867, -2081, -3587, -3875], [1105, 1813, 2165, 2585])
(24, 196, -4, (2, 3, 5, 7), [-17, -457, -2233, -2359], [485, 977, 1873, 2063])
(24, 197, -4, (2, 3, 5, 7), [-443, -1465, -2435, -2881], [665, 815, 1799, 2117])
(24, 198, -4, (2, 3, 5, 7), [-17, -65, -1733, -2035], [653, 1943, 3007, 3151])
(24, 199, -4, (2, 3, 5, 7), [-343, -541, -725, -2567], [287, 1513, 2185, 2203])
(24, 200, -4, (2, 3, 5, 7), [-109, -409, -413, -797], [751, 1201, 2725, 3815])
(24, 201, -4, (2, 3, 5, 7), [-397, -635, -745, -883], [353, 1157, 1183, 2425])
